MPC	110	0	0	0	1	16	15	8	4	7	5	3	3	1	2	0	2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	2	0	0
MPC	111	0	0	0	1	9	8	12	13	2	10	4	5	2	2	2	2	2	1	2	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	1	0	0
MPC	112	0	0	0	0	14	16	14	7	10	9	3	2	2	0	2	4	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0
MPC	113	0	0	0	0	15	15	15	6	4	7	4	10	4	0	2	5	1	1	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPC	114	0	0	0	1	19	21	9	4	5	2	2	6	2	2	1	2	3	4	1	1	0	1	0	1	1	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0
MPC	115	0	0	0	1	20	21	11	11	3	3	4	2	2	1	0	2	2	2	0	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0
MPC	116	0	0	0	0	18	16	14	8	4	3	1	2	2	0	1	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPC	117	0	0	0	1	18	14	12	2	7	9	4	4	7	2	3	0	1	2	0	1	1	1	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	2	0	0	0	0
MPC	118	0	0	0	0	13	20	12	8	4	2	6	2	1	2	1	2	1	0	1	3	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MPC	119	0	0	0	0	19	14	5	12	3	6	3	3	2	2	0	3	1	0	0	2	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0
MPC	120	0	0	0	2	15	26	15	9	9	5	3	5	3	1	2	0	3	4	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	0	2	0	0
MPC	121	0	0	0	1	27	18	12	7	4	6	4	4	6	1	1	1	4	2	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPC	122	0	0	0	1	9	19	10	6	10	5	4	7	1	3	2	1	1	0	3	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
MPC	123	0	0	0	1	19	12	11	15	7	6	2	3	1	3	0	2	3	0	0	4	0	0	0	0	3	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0
MPC	124	1	0	0	1	16	30	11	7	6	2	4	6	5	1	2	0	1	2	2	2	0	2	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	3	0	0
MPC	125	3	0	0	1	18	19	15	15	5	4	3	3	1	2	1	2	2	1	0	2	0	1	1	1	1	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	3	0	0	2	0	3	0	0
MPC	126	1	0	0	0	20	11	12	7	5	3	5	5	3	2	2	1	3	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	2	1	0	0	0
MPC	127	1	0	0	0	13	24	7	9	8	7	2	2	2	1	1	0	1	2	4	2	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0
MPC	128	0	0	0	0	21	18	9	7	3	3	2	4	1	0	1	0	3	0	3	1	0	2	2	2	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	2	1	0	0	0
MPC	129	19	0	0	0	14	10	18	7	9	4	0	5	3	3	4	3	1	1	1	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0
MPC	130	0	0	0	0	20	18	8	8	9	4	1	3	6	4	0	2	3	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0
MPC	131	0	0	0	1	10	18	16	6	4	7	3	5	5	1	2	2	4	5	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
MPC	132	10	0	0	1	15	12	12	3	6	8	6	1	2	2	0	0	1	2	1	0	0	3	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0
MPC	133	0	0	0	1	11	26	15	8	8	5	6	6	1	1	1	3	2	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	0	0
MPC	134	0	0	0	0	19	19	10	9	8	4	2	1	4	2	2	1	1	3	1	1	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPC	135	0	0	0	0	22	22	8	3	9	6	4	1	2	1	0	1	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0
MPC	136	0	0	0	2	13	17	5	12	8	4	2	3	5	0	0	1	2	3	2	1	1	2	0	1	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0
MPC	137	0	0	0	3	26	12	11	7	8	4	4	2	1	1	0	2	4	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	2	1	1	0	2	3	0	0
MPC	138	0	0	0	1	14	23	13	6	7	9	4	5	1	2	3	0	0	4	1	3	3	2	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
MPC	139	0	0	0	1	16	18	22	9	3	7	5	8	4	0	0	1	4	3	1	1	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
MPC	140	0	0	0	1	27	15	15	12	11	1	9	4	6	1	3	0	3	1	2	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0
MPC	141	0	0	0	2	19	20	12	10	8	7	2	3	8	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	4	0	0
MPC	142	0	0	0	1	15	16	8	3	11	7	2	5	3	6	1	1	2	0	2	3	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	4	0	0
MPC	143	0	0	0	1	19	15	6	11	7	5	0	6	4	3	4	1	1	3	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0
MPC	144	0	0	0	0	13	22	17	6	3	11	4	2	0	3	1	0	3	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
MPC	145	5	0	0	0	25	21	18	11	11	6	8	4	1	3	4	1	1	0	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	2	2	0	0
MPC	146	7	0	0	1	12	26	10	2	6	5	4	2	3	1	4	1	1	0	0	1	0	0	2	0	1	0	1	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPC	147	0	0	0	2	16	16	8	5	3	6	3	2	1	0	0	1	2	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	3	0	0
MPC	148	0	0	0	0	14	16	11	9	2	8	5	5	2	2	1	1	0	1	1	2	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
MPC	149	0	0	0	0	17	23	12	12	4	2	4	4	1	1	3	0	3	1	2	1	1	0	2	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	2	0	2	0	1	0	0
MPC	150	0	0	0	1	15	16	11	6	3	6	6	5	0	0	1	1	1	2	1	0	3	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0
MPC	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# GC Content of first fragments. Use `grep ^GCF | cut -f 2-` to extract this part.
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
GCL	5.28	0
GCL	10.80	1
GCL	11.81	0
GCL	12.81	1
GCL	13.32	0
GCL	15.58	1
GCL	18.34	3
GCL	19.35	8
GCL	20.10	5
GCL	20.85	11
GCL	21.36	12
GCL	22.11	17
GCL	22.86	25
GCL	23.37	16
GCL	24.12	47
GCL	24.87	51
GCL	25.38	44
GCL	26.13	50
GCL	26.88	64
GCL	27.39	100
GCL	28.14	116
GCL	28.89	117
GCL	29.40	131
GCL	30.15	152
GCL	30.90	180
GCL	31.41	156
GCL	32.16	166
GCL	32.91	221
GCL	33.42	212
GCL	33.92	230
GCL	34.67	218
GCL	35.43	232
GCL	35.93	230
GCL	36.68	253
GCL	37.44	259
GCL	37.94	273
GCL	38.69	259
GCL	39.45	274
GCL	39.95	269
GCL	40.70	271
GCL	41.46	261
GCL	41.96	246
GCL	42.71	243
GCL	43.47	257
GCL	43.97	223
GCL	44.72	204
GCL	45.48	215
GCL	45.98	217
GCL	46.73	245
GCL	47.49	192
GCL	47.99	188
GCL	48.74	200
GCL	49.50	162
GCL	50.00	177
GCL	50.75	164
GCL	51.51	166
GCL	52.01	152
GCL	52.76	119
GCL	53.52	125
GCL	54.02	108
GCL	54.77	96
GCL	55.53	69
GCL	56.03	88
GCL	56.78	58
GCL	57.54	57
GCL	58.04	51
GCL	58.79	31
GCL	59.55	37
GCL	60.05	33
GCL	60.80	21
GCL	61.56	18
GCL	62.56	8
GCL	63.57	11
GCL	64.07	10
GCL	64.82	8
GCL	65.58	10
GCL	66.08	2
GCL	67.09	4
GCL	68.09	5
GCL	68.59	3
GCL	69.35	4
GCL	70.10	3
GCL	70.60	5
GCL	71.36	2
GCL	72.11	0
GCL	72.61	2
GCL	73.62	1
GCL	74.62	0
GCL	75.38	2
GCL	76.13	0
GCL	77.39	1
GCL	79.15	0
GCL	80.15	1
GCL	81.41	0
GCL	82.66	1
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	31.20	19.65	19.61	29.53	0.00	0.00
GCC	2	30.07	19.78	19.44	30.70	0.00	0.00
GCC	3	29.18	19.75	20.19	30.88	0.00	0.00
GCC	4	30.24	19.98	19.33	30.45	0.00	0.00
GCC	5	29.68	19.58	20.39	30.35	0.00	0.00
GCC	6	29.51	19.61	20.73	30.15	0.00	0.00
GCC	7	29.73	19.84	20.44	30.00	0.00	0.00
GCC	8	30.77	19.35	19.85	30.03	0.00	0.00
GCC	9	29.98	19.90	20.88	29.24	0.04	0.00
GCC	10	29.28	19.42	20.81	30.50	0.00	0.00
GCC	11	30.13	19.73	20.10	30.04	0.00	0.00
GCC	12	30.22	20.09	19.76	29.93	0.00	0.00
GCC	13	30.49	20.08	19.19	30.25	0.00	0.00
GCC	14	29.20	20.11	20.27	30.41	0.00	0.00
GCC	15	29.32	20.36	20.37	29.94	0.00	0.00
GCC	16	29.26	21.19	19.92	29.64	0.00	0.00
GCC	17	29.06	20.15	20.22	30.56	0.00	0.00
GCC	18	28.69	20.01	20.35	30.96	0.25	0.00
GCC	19	29.09	20.18	20.72	30.01	0.04	0.00
GCC	20	29.45	19.94	20.91	29.69	0.00	0.00
GCC	21	29.12	21.01	20.76	29.11	0.00	0.00
GCC	22	29.19	20.68	20.71	29.42	0.00	0.00
GCC	23	29.98	20.33	20.05	29.65	0.00	0.00
GCC	24	29.12	19.87	21.09	29.92	0.00	0.00
GCC	25	29.40	19.69	21.60	29.31	0.00	0.00
GCC	26	30.20	19.88	20.00	29.93	0.02	0.00
GCC	27	29.15	20.62	20.23	30.00	0.04	0.00
GCC	28	29.44	21.10	19.65	29.80	0.00	0.00
GCC	29	29.17	19.88	20.78	30.16	0.00	0.00
GCC	30	29.81	20.57	20.46	29.16	0.00	0.00
GCC	31	29.22	21.28	19.85	29.65	0.01	0.00
GCC	32	29.45	20.64	20.48	29.42	0.00	0.00
GCC	33	29.99	20.19	20.01	29.81	0.22	0.00
GCC	34	29.32	19.86	20.44	30.38	0.01	0.00
GCC	35	29.95	20.37	20.97	28.70	0.00	0.00
GCC	36	29.22	20.47	21.01	29.30	0.05	0.00
GCC	37	29.49	20.72	20.36	29.43	0.00	0.00
GCC	38	30.22	20.01	20.36	29.41	0.10	0.00
GCC	39	30.08	19.97	21.11	28.84	0.00	0.00
GCC	40	30.61	20.46	20.11	28.82	0.00	0.00
GCC	41	29.39	20.13	21.31	29.17	0.00	0.00
GCC	42	29.27	19.95	21.13	29.65	0.00	0.00
GCC	43	29.68	20.31	20.79	29.22	0.02	0.00
GCC	44	29.32	20.76	20.39	29.52	0.00	0.00
GCC	45	29.03	20.95	20.69	29.34	0.00	0.00
GCC	46	29.18	20.32	20.46	30.04	0.00	0.00
GCC	47	28.97	20.99	20.24	29.80	0.00	0.00
GCC	48	29.55	20.58	20.70	29.17	0.00	0.00
GCC	49	29.28	20.45	21.52	28.75	0.00	0.00
GCC	50	28.79	20.47	21.27	29.47	0.00	0.00
GCC	51	29.32	20.01	21.21	29.45	0.00	0.00
GCC	52	29.13	20.17	21.22	29.49	0.00	0.00
GCC	53	28.56	20.95	20.73	29.76	0.01	0.00
GCC	54	28.87	20.83	20.78	29.52	0.00	0.00
GCC	55	29.23	21.43	19.94	29.41	0.00	0.00
GCC	56	29.86	20.87	20.72	28.55	0.00	0.00
GCC	57	29.54	20.48	21.02	28.95	0.00	0.00
GCC	58	29.06	20.13	20.73	30.07	0.00	0.00
GCC	59	28.99	20.45	20.22	30.35	0.00	0.00
GCC	60	28.95	20.24	21.10	29.70	0.00	0.00
GCC	61	29.41	20.21	21.20	29.18	0.00	0.00
GCC	62	29.28	20.48	21.09	29.15	0.00	0.00
GCC	63	28.59	20.63	21.11	29.67	0.00	0.00
GCC	64	29.33	20.68	20.36	29.63	0.01	0.00
GCC	65	28.72	21.01	20.56	29.72	0.00	0.00
GCC	66	29.12	20.48	20.73	29.66	0.01	0.00
GCC	67	29.02	20.99	20.40	29.59	0.01	0.00
GCC	68	28.97	20.90	20.89	29.24	0.00	0.00
GCC	69	28.78	21.22	20.46	29.54	0.00	0.00
GCC	70	29.28	20.26	20.74	29.72	0.00	0.00
GCC	71	29.16	20.66	21.09	29.09	0.00	0.00
GCC	72	29.38	20.99	20.49	29.14	0.00	0.00
GCC	73	29.61	19.62	21.15	29.62	0.00	0.00
GCC	74	28.13	20.85	20.62	30.40	0.00	0.00
GCC	75	29.37	20.83	20.61	29.19	0.07	0.00
GCC	76	28.91	21.06	20.99	29.04	0.00	0.00
GCC	77	28.73	20.37	20.12	30.78	0.00	0.00
GCC	78	29.03	20.10	20.65	30.22	0.00	0.00
GCC	79	29.79	20.91	19.88	29.41	0.00	0.00
GCC	80	29.27	21.06	20.63	29.04	0.00	0.00
GCC	81	29.31	20.55	20.96	29.18	0.00	0.00
GCC	82	28.75	20.56	20.72	29.98	0.00	0.00
GCC	83	29.70	21.68	20.49	28.13	0.00	0.00
GCC	84	29.35	21.30	20.27	29.09	0.00	0.00
GCC	85	28.99	20.62	20.63	29.76	0.00	0.00
GCC	86	28.81	21.35	20.80	29.04	0.01	0.00
GCC	87	29.18	21.26	20.90	28.66	0.01	0.00
GCC	88	29.54	21.56	20.06	28.85	0.00	0.00
GCC	89	28.98	20.13	20.68	30.22	0.00	0.00
GCC	90	29.15	20.45	20.78	29.62	0.00	0.00
GCC	91	29.06	19.94	21.33	29.68	0.01	0.00
GCC	92	29.32	19.96	20.51	30.20	0.00	0.00
GCC	93	28.94	20.95	20.71	29.40	0.00	0.00
GCC	94	28.93	21.21	20.47	29.39	0.01	0.00
GCC	95	28.40	20.51	21.27	29.81	0.00	0.00
GCC	96	28.56	20.95	21.25	29.24	0.00	0.00
GCC	97	29.16	20.65	21.27	28.91	0.00	0.00
GCC	98	28.59	20.45	21.46	29.51	0.00	0.00
GCC	99	28.56	21.23	20.87	29.34	0.00	0.00
GCC	100	28.98	20.78	20.00	30.24	0.01	0.00
GCC	101	29.09	21.09	20.63	29.19	0.00	0.00
GCC	102	29.76	20.32	21.33	28.60	0.00	0.00
GCC	103	29.91	19.76	21.32	29.01	0.03	0.00
GCC	104	28.30	21.24	21.12	29.34	0.00	0.00
GCC	105	28.56	20.24	21.43	29.77	0.00	0.00
GCC	106	28.89	20.89	21.33	28.89	0.00	0.00
GCC	107	29.18	20.95	20.50	29.37	0.00	0.00
GCC	108	28.88	20.69	21.24	29.19	0.00	0.00
GCC	109	29.50	20.32	21.43	28.76	0.00	0.00
GCC	110	29.20	20.88	20.57	29.35	0.00	0.00
GCC	111	28.52	20.98	20.87	29.63	0.02	0.00
GCC	112	29.87	21.48	20.32	28.34	0.00	0.00
GCC	113	29.67	20.73	20.46	29.14	0.00	0.00
GCC	114	28.29	21.23	20.99	29.49	0.00	0.00
GCC	115	29.00	20.71	20.74	29.55	0.00	0.00
GCC	116	28.79	20.45	20.96	29.80	0.00	0.00
GCC	117	29.23	20.07	21.57	29.14	0.00	0.00
GCC	118	29.09	20.27	21.15	29.49	0.00	0.00
GCC	119	29.26	20.19	21.52	29.03	0.00	0.00
GCC	120	28.74	20.80	20.51	29.95	0.00	0.00
GCC	121	28.97	20.96	21.20	28.88	0.00	0.00
GCC	122	29.00	20.68	20.37	29.95	0.00	0.00
GCC	123	29.60	20.23	21.18	29.00	0.00	0.00
GCC	124	28.76	20.96	21.15	29.13	0.01	0.00
GCC	125	29.24	20.68	20.41	29.66	0.04	0.00
GCC	126	28.96	21.16	20.72	29.16	0.01	0.00
GCC	127	29.03	21.08	20.83	29.06	0.01	0.00
GCC	128	29.26	20.46	21.11	29.17	0.00	0.00
GCC	129	29.69	20.45	20.59	29.28	0.21	0.00
GCC	130	29.18	20.06	21.20	29.57	0.01	0.00
GCC	131	29.45	20.95	20.71	28.89	0.00	0.00
GCC	132	29.94	20.20	20.50	29.36	0.11	0.00
GCC	133	29.00	20.81	21.16	29.03	0.00	0.00
GCC	134	28.70	20.77	20.76	29.76	0.00	0.00
GCC	135	28.78	20.53	20.60	30.08	0.00	0.00
GCC	136	29.12	21.16	20.65	29.06	0.00	0.00
GCC	137	28.67	20.90	20.78	29.64	0.00	0.00
GCC	138	29.19	21.14	21.02	28.64	0.00	0.00
GCC	139	29.01	20.38	21.32	29.29	0.00	0.00
GCC	140	28.30	20.76	21.15	29.78	0.00	0.00
GCC	141	29.11	20.60	21.58	28.72	0.00	0.00
GCC	142	29.00	20.10	21.96	28.94	0.00	0.00
GCC	143	28.87	20.61	21.00	29.52	0.00	0.00
GCC	144	29.02	21.12	20.59	29.27	0.00	0.00
GCC	145	29.21	20.17	20.67	29.95	0.07	0.00
GCC	146	29.76	21.12	20.60	28.52	0.08	0.00
GCC	147	29.98	20.95	20.32	28.75	0.01	0.00
GCC	148	28.54	21.52	20.34	29.60	0.00	0.00
GCC	149	28.62	21.08	20.84	29.47	0.00	0.00
GCC	150	28.82	21.35	20.44	29.39	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	30.80	19.50	19.76	29.93
GCT	2	30.27	19.77	19.45	30.51
GCT	3	30.56	20.10	19.84	29.50
GCT	4	30.91	19.69	19.62	29.78
GCT	5	30.52	20.51	19.46	29.51
GCT	6	30.39	20.61	19.73	29.27
GCT	7	29.52	20.17	20.11	30.20
GCT	8	29.63	19.72	19.48	31.17
GCT	9	29.98	20.42	20.36	29.24
GCT	10	29.87	20.01	20.21	29.91
GCT	11	29.87	19.68	20.15	30.30
GCT	12	29.81	19.72	20.13	30.33
GCT	13	29.86	20.50	18.76	30.88
GCT	14	30.22	20.46	19.93	29.40
GCT	15	29.83	20.36	20.37	29.43
GCT	16	30.38	20.40	20.70	28.52
GCT	17	29.75	19.78	20.59	29.88
GCT	18	30.26	20.20	20.15	29.39
GCT	19	29.22	19.99	20.91	29.88
GCT	20	30.29	20.42	20.44	28.86
GCT	21	29.43	20.23	21.54	28.79
GCT	22	29.47	20.65	20.73	29.15
GCT	23	29.85	20.51	19.86	29.78
GCT	24	29.49	20.21	20.75	29.55
GCT	25	30.02	20.47	20.82	28.69
GCT	26	30.18	20.05	19.82	29.95
GCT	27	29.64	20.46	20.39	29.51
GCT	28	29.68	20.11	20.64	29.56
GCT	29	29.63	20.11	20.56	29.70
GCT	30	29.55	20.36	20.66	29.42
GCT	31	29.59	20.80	20.33	29.28
GCT	32	29.83	20.23	20.89	29.04
GCT	33	31.12	19.74	20.46	28.68
GCT	34	30.15	19.32	20.98	29.54
GCT	35	30.22	20.66	20.68	28.44
GCT	36	29.34	20.83	20.65	29.18
GCT	37	29.66	20.45	20.63	29.26
GCT	38	30.72	20.53	19.84	28.91
GCT	39	29.50	20.55	20.53	29.42
GCT	40	30.16	20.07	20.50	29.27
GCT	41	29.79	19.98	21.46	28.77
GCT	42	29.64	20.57	20.51	29.28
GCT	43	30.29	20.56	20.54	28.61
GCT	44	29.76	20.69	20.47	29.09
GCT	45	28.90	21.22	20.42	29.47
GCT	46	29.81	20.22	20.56	29.41
GCT	47	30.04	20.45	20.78	28.73
GCT	48	29.85	20.38	20.89	28.88
GCT	49	29.26	20.85	21.12	28.77
GCT	50	29.86	20.83	20.91	28.40
GCT	51	29.25	20.03	21.19	29.53
GCT	52	29.07	20.99	20.39	29.54
GCT	53	29.07	21.46	20.22	29.25
GCT	54	29.29	20.94	20.68	29.10
GCT	55	29.92	20.61	20.75	28.72
GCT	56	29.56	20.89	20.70	28.85
GCT	57	29.62	20.39	21.11	28.88
GCT	58	30.20	20.31	20.56	28.93
GCT	59	30.03	19.61	21.06	29.30
GCT	60	29.85	20.01	21.33	28.81
GCT	61	29.05	20.64	20.76	29.54
GCT	62	29.49	20.91	20.65	28.94
GCT	63	29.54	20.73	21.01	28.72
GCT	64	29.48	19.97	21.07	29.48
GCT	65	29.56	20.85	20.72	28.87
GCT	66	29.69	20.56	20.66	29.10
GCT	67	29.14	20.72	20.67	29.47
GCT	68	28.57	20.94	20.86	29.63
GCT	69	28.97	20.55	21.13	29.36
GCT	70	29.89	20.90	20.10	29.11
GCT	71	29.11	20.88	20.87	29.14
GCT	72	29.25	20.20	21.28	29.27
GCT	73	30.19	20.72	20.06	29.03
GCT	74	29.86	20.68	20.80	28.67
GCT	75	29.76	20.73	20.71	28.80
GCT	76	28.78	21.70	20.35	29.17
GCT	77	29.72	20.70	19.80	29.79
GCT	78	29.63	20.51	20.24	29.62
GCT	79	29.30	20.44	20.36	29.90
GCT	80	28.93	20.99	20.70	29.38
GCT	81	29.17	20.46	21.05	29.32
GCT	82	29.49	19.68	21.60	29.24
GCT	83	28.72	21.00	21.16	29.12
GCT	84	29.36	20.66	20.90	29.07
GCT	85	29.19	20.60	20.65	29.55
GCT	86	29.13	20.60	21.55	28.72
GCT	87	28.93	20.83	21.33	28.91
GCT	88	29.16	20.99	20.62	29.23
GCT	89	30.22	20.62	20.19	28.98
GCT	90	29.57	20.75	20.48	29.19
GCT	91	29.47	20.43	20.84	29.26
GCT	92	30.03	19.65	20.82	29.50
GCT	93	28.80	20.88	20.77	29.54
GCT	94	29.87	20.93	20.75	28.45
GCT	95	28.60	21.37	20.42	29.62
GCT	96	28.51	20.80	21.40	29.29
GCT	97	28.61	20.68	21.25	29.47
GCT	98	29.63	20.94	20.97	28.47
GCT	99	29.04	20.85	21.25	28.86
GCT	100	28.99	20.06	20.72	30.23
GCT	101	29.17	20.88	20.84	29.11
GCT	102	28.87	21.15	20.49	29.49
GCT	103	29.99	20.68	20.40	28.93
GCT	104	28.59	21.93	20.44	29.05
GCT	105	29.35	21.45	20.22	28.99
GCT	106	28.91	21.47	20.75	28.87
GCT	107	30.05	21.35	20.10	28.50
GCT	108	28.37	21.08	20.85	29.70
GCT	109	28.92	20.56	21.19	29.34
GCT	110	28.66	20.78	20.66	29.89
GCT	111	28.68	20.45	21.40	29.47
GCT	112	29.30	20.47	21.33	28.90
GCT	113	28.90	20.80	20.39	29.91
GCT	114	28.67	20.84	21.38	29.11
GCT	115	30.01	20.38	21.07	28.54
GCT	116	29.35	20.69	20.72	29.25
GCT	117	29.20	20.66	20.97	29.16
GCT	118	29.19	20.39	21.03	29.38
GCT	119	29.45	20.87	20.84	28.84
GCT	120	29.25	21.34	19.97	29.44
GCT	121	29.05	21.30	20.86	28.79
GCT	122	29.31	20.81	20.24	29.64
GCT	123	29.50	20.80	20.61	29.10
GCT	124	29.14	21.24	20.86	28.75
GCT	125	28.82	20.76	20.34	30.09
GCT	126	28.45	20.72	21.16	29.68
GCT	127	29.15	21.21	20.70	28.94
GCT	128	29.13	21.12	20.45	29.30
GCT	129	29.67	20.87	20.16	29.30
GCT	130	29.61	20.93	20.33	29.13
GCT	131	28.68	20.64	21.01	29.66
GCT	132	29.19	20.49	20.21	30.11
GCT	133	29.02	21.49	20.48	29.01
GCT	134	29.52	21.10	20.44	28.94
GCT	135	28.95	20.68	20.46	29.91
GCT	136	28.92	21.02	20.80	29.26
GCT	137	29.02	20.63	21.06	29.29
GCT	138	28.02	20.70	21.47	29.81
GCT	139	29.27	21.20	20.50	29.03
GCT	140	28.94	21.41	20.50	29.14
GCT	141	29.02	21.11	21.07	28.80
GCT	142	29.43	21.09	20.97	28.51
GCT	143	29.54	21.12	20.49	28.85
GCT	144	28.60	20.84	20.87	29.69
GCT	145	29.57	20.25	20.58	29.59
GCT	146	28.77	20.74	20.99	29.51
GCT	147	28.97	21.08	20.19	29.76
GCT	148	28.53	21.63	20.23	29.61
GCT	149	29.15	21.06	20.86	28.93
GCT	150	29.05	21.24	20.55	29.16
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	0	0	0	0	0
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	31.20	19.65	19.61	29.53	0.00	0.00
LBC	2	30.07	19.78	19.44	30.70	0.00	0.00
LBC	3	29.18	19.75	20.19	30.88	0.00	0.00
LBC	4	30.24	19.98	19.33	30.45	0.00	0.00
LBC	5	29.68	19.58	20.39	30.35	0.00	0.00
LBC	6	29.51	19.61	20.73	30.15	0.00	0.00
LBC	7	29.73	19.84	20.44	30.00	0.00	0.00
LBC	8	30.77	19.35	19.85	30.03	0.00	0.00
LBC	9	29.98	19.90	20.88	29.24	0.04	0.00
LBC	10	29.28	19.42	20.81	30.50	0.00	0.00
LBC	11	30.13	19.73	20.10	30.04	0.00	0.00
LBC	12	30.22	20.09	19.76	29.93	0.00	0.00
LBC	13	30.49	20.08	19.19	30.25	0.00	0.00
LBC	14	29.20	20.11	20.27	30.41	0.00	0.00
